publisher,genres,game,title,release_date,price,id,developer
NCsoft,"['RPG', 'Massively Multiplayer']",Guild Wars Factions,Guild Wars Factions®,2006,19.99,29560,ArenaNet®
NCsoft,"['Massively Multiplayer', 'RPG']",Guild Wars Trilogy,Guild Wars Trilogy,2008,29.99,29570,ArenaNet®
Strategy First,['Casual'],Puzzle Kingdoms,Puzzle Kingdoms,2009,14.99,23700,Infinite Interactive
MumboJumbo,['Casual'],Samantha Swift and the Golden Touch,Samantha Swift and the Golden Touch,2009,9.99,16060,MumboJumbo
Topware Interactive,['RPG'],Two Worlds Epic Edition,Two Worlds Epic Edition,2009,9.99,1930,Reality Pump Studios
"Black Forest Games, THQ Nordic",['Strategy'],Helldorado,Helldorado,2009,9.99,18470,Spellbound
Topware Interactive,"['Action', 'Adventure', 'RPG']",X-Blades,X-Blades,2009,9.99,7510,Gaijin Entertainment
ACE Team,"['Action', 'Indie']",Zeno Clash,Zeno Clash,2009,9.99,22200,ACE Team
Twisted Pixel Games,['Indie'],The Maw: Speeder Lane,The Maw: Speeder Lane,2009,1.25,26007,Twisted Pixel Games
1C Company,"['RPG', 'Strategy']",King's Bounty: The Legend,King's Bounty: The Legend,2008,6.99,25900,1C Company
Last Day of Work,"['Casual', 'Simulation']",Virtual Families,Virtual Families,2009,9.99,16200,Last Day of Work
1C Company,['Racing'],Death Track®: Resurrection,Death Track®: Resurrection,2009,2.99,7840,Sky Fallen
2K Games,"['RPG', 'Strategy']",Freedom Force vs. the Third Reich,Freedom Force vs. the Third Reich,2005,4.99,8890,Irrational Games
2K Games,"['RPG', 'Strategy']",Freedom Force,Freedom Force,2002,4.99,8880,Irrational Games
SaintXi,"['Indie', 'Simulation', 'Strategy']",Light of Altair,Light of Altair,2009,14.99,34500,SaintXi
Darklight Games,"['Action', 'Simulation']",Darkest Hour: Europe '44-'45,Darkest Hour: Europe '44-'45,2009,0,1280,Darklight Games
Activision,"['Action', 'Adventure']",Prototype™,Prototype™,2009,19.99,10150,Radical Entertainment
Strategy First,['Strategy'],Port Royale 2,Port Royale 2,2004,4.99,12470,Ascaron Entertainment ltd.
Bethesda Softworks,,Call of Cthulhu®: Dark Corners of the Earth,Call of Cthulhu®: Dark Corners of the Earth,2006,4.99,22340,Headfirst Productions
Bethesda Softworks,['RPG'],The Elder Scrolls IV: Oblivion® Game of the Year Edition,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007,14.99,22330,Bethesda Game Studios
Bethesda Softworks,['RPG'],The Elder Scrolls III: Morrowind® Game of the Year Edition,The Elder Scrolls III: Morrowind® Game of the Year Edition,2002,14.99,22320,Bethesda Game Studios
Bethesda Softworks,,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,2009,19.99,900883,Bethesda Game Studios®
Strategy First,['Adventure'],Ankh 2: Heart of Osiris,Ankh 2: Heart of Osiris,2007,4.99,12440,Deck 13
"NovaLogic, THQ Nordic",['Simulation'],Armored Fist 3,Armored Fist 3,1999,9.99,32710,NovaLogic
"NovaLogic, THQ Nordic",['Simulation'],MiG-29 Fulcrum,MiG-29 Fulcrum,1998,9.99,32740,NovaLogic
Strategy First,['Strategy'],BC Kings,BC Kings,2008,4.99,12460,Mascot Entertainment
Ubisoft,['Action'],Call of Juarez®: Bound in Blood,Call of Juarez®: Bound in Blood,2009,9.99,21980,Techland
HeR Interactive,['Adventure'],Nancy Drew®: Legend of the Crystal Skull,Nancy Drew®: Legend of the Crystal Skull,2007,6.99,31860,HeR Interactive
HeR Interactive,['Adventure'],Nancy Drew®: The Creature of Kapu Cave,Nancy Drew®: The Creature of Kapu Cave,2006,6.99,31900,HeR Interactive
HeR Interactive,['Adventure'],Nancy Drew®: The Phantom of Venice,Nancy Drew®: The Phantom of Venice,2008,6.99,31920,HeR Interactive
HeR Interactive,['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,Nancy Drew®: The White Wolf of Icicle Creek,2007,6.99,31930,HeR Interactive
Digital Eel,"['Casual', 'Indie']",BRAINPIPE: A Plunge to Unhumanity,BRAINPIPE: A Plunge to Unhumanity,2008,0,35800,Digital Eel
"ValuSoft, Retroism","['Simulation', 'Sports']",Hunting Unlimited 2010,Hunting Unlimited 2010,2009,9.99,12690,
Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack,Tales of Monkey Island Complete Pack,2009,19.99,31170,Telltale Games
Capcom,['Action'],Street Fighter® IV,Street Fighter® IV,2009,19.99,21660,Capcom
LucasArts,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,Thrillville®: Off the Rails™,2007,9.99,6080,Frontier
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],Indiana Jones® and the Fate of Atlantis™,Indiana Jones® and the Fate of Atlantis™,1992,5.99,6010,LucasArts
"LucasArts, Lucasfilm, Disney Interactive",['Action'],Armed and Dangerous®,Armed and Dangerous®,2003,5.99,6090,Planet Moon Studios
"Lucasfilm, LucasArts, Disney Interactive",['Action'],"Star Wars: Battlefront 2 (Classic, 2005)","Star Wars: Battlefront 2 (Classic, 2005)",2005,9.99,6060,Pandemic Studios
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],Indiana Jones® and the Last Crusade™,Indiana Jones® and the Last Crusade™,1989,5.99,32310,LucasArts
"LucasArts, Lucasfilm, Disney Interactive","['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,LEGO® Indiana Jones™: The Original Adventures,2008,19.99,32330,Traveller's Tales
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],The Secret of Monkey Island: Special Edition,The Secret of Monkey Island: Special Edition,2009,9.99,32360,LucasArts
Game Factory Interactive,['Strategy'],Warfare,Warfare,2008,12.99,35300,GFI Russia
Game Factory Interactive,"['Action', 'Racing']",Clutch,Clutch,2009,9.99,35310,Targem Games
HeR Interactive,['Adventure'],Nancy Drew®: Ransom of the Seven Ships,Nancy Drew®: Ransom of the Seven Ships,2009,6.99,31980,HeR Interactive
Her Interactive,['Adventure'],Nancy Drew®: Ransom of the Seven Ships Demo,Nancy Drew®: Ransom of the Seven Ships Demo,2009,,31990,Her Interactive
Activision,['Sports'],3D Ultra™ Minigolf Adventures,3D Ultra™ Minigolf Adventures,2006,9.99,10140,Wanako Games
Activision,['Adventure'],King's Quest™ Collection,King's Quest™ Collection,2006,19.99,10100,Sierra
Activision,['Action'],TimeShift™,TimeShift™,2007,19.99,10130,Saber Interactive
Activision,['Adventure'],Space Quest™ Collection,Space Quest™ Collection,2006,19.99,10110,Sierra
Tripwire Interactive,['Action'],Killing Floor Outbreak Character Pack,Killing Floor Outbreak Character Pack,2009,7.99,1256,Tripwire Interactive
Activision,"['Action', 'Casual']",Aces of the Galaxy™,Aces of the Galaxy™,2008,9.99,10120,Artech Studios
Kalypso Media Digital,"['Simulation', 'Strategy']",Tropico Reloaded,Tropico Reloaded,2009,6.99,33520,"PopTop Software,BreakAway Games,Frog City Software"
"PopCap Games, Inc.",['Casual'],Mystery P.I. - Lost in Los Angeles,Mystery P.I. - Lost in Los Angeles,2009,4.99,3610,SpinTop Games
Capcom,['Action'],Bionic Commando: Rearmed,Bionic Commando: Rearmed,2008,9.99,21680,Capcom
Capcom,"['Action', 'Adventure']",Bionic Commando,Bionic Commando,2009,9.99,21670,Capcom
Warner Bros. Interactive Entertainment,['Action'],Watchmen: The End is Nigh Part 2,Watchmen: The End is Nigh Part 2,2009,4.99,21030,Deadline Games
Sakari Indie,"['Action', 'Indie']",Foreign Legion: Buckets of Blood,Foreign Legion: Buckets of Blood,2009,4.99,36000,Sakari Indie
"LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm","['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,STAR WARS™ - Knights of the Old Republic™,2003,9.99,32370,"BioWare,Aspyr (Mac)"
Hemisphere Games,"['Indie', 'Casual']",Osmos,Osmos,2009,9.99,29180,Hemisphere Games
Bethesda Softworks,['RPG'],Fallout 2: A Post Nuclear Role Playing Game,Fallout 2: A Post Nuclear Role Playing Game,1998,9.99,38410,Black Isle Studios
Bethesda Softworks,['Strategy'],Fallout Tactics: Brotherhood of Steel,Fallout Tactics: Brotherhood of Steel,2001,9.99,38420,14° East
Interplay Inc.,['Action'],Kingpin — Life of Crime,Kingpin — Life of Crime,1999,9.99,38430,Xatrix Entertainment
Interplay Inc.,,Sacrifice,Sacrifice,2000,9.99,38440,Shiny Entertainment
"SQUARE ENIX, Eidos Interactive","['Action', 'Adventure']",Mini Ninjas Demo,Mini Ninjas Demo,2009,,35050,IO Interactive
Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009,19.99,31180,Telltale Games
iWin,['Casual'],Jewel Quest Pack,Jewel Quest Pack,2009,19.99,37960,iWin
iWin,['Casual'],Mahjong Quest Collection,Mahjong Quest Collection,2009,9.99,38000,iWin
Size Five Games,"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009,4.99,37400,Size Five Games
Ubisoft,['Action'],Tom Clancy's Splinter Cell Chaos Theory®,Tom Clancy's Splinter Cell Chaos Theory®,2005,9.99,13570,Ubisoft Montreal
Meridian4,"['Action', 'Racing']",Crash Time 2,Crash Time 2,2009,9.99,11390,
1C Company,['Strategy'],XIII Century – Gold Edition,XIII Century – Gold Edition,2009,4.99,34420,Unicorn Games Studio
THQ Nordic,['Simulation'],World of Zoo,World of Zoo,2009,14.99,43100,Blue Fang
"ValuSoft, Retroism",['Simulation'],18 Wheels of Steel: Extreme Trucker,18 Wheels of Steel: Extreme Trucker,2009,9.99,33730,
Square Enix,"['Action', 'Adventure']",Mini Ninjas,Mini Ninjas,2009,9.99,35000,IO Interactive
Freeze Tag Inc.,['Casual'],Freeze Tag Fun Pack #2,Freeze Tag Fun Pack #2,2009,19.99,39392,"Freeze Tag Inc.,iQ212"
Freeze Tag Inc.,['Casual'],Freeze Tag Fun Pack #1,Freeze Tag Fun Pack #1,1999,19.99,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment"
"Vectorpark, Inc.","['Adventure', 'Casual', 'Indie']",Windosill,Windosill,2009,2.99,37600,"Vectorpark, Inc."
Dovetail Games - Trains,['Simulation'],Train Simulator: Colton & Northern Route Add-On,Train Simulator: Colton &amp; Northern Route Add-On,2009,24.99,24029,All Aboard
MumboJumbo,"['Adventure', 'Casual']",Midnight Mysteries,Midnight Mysteries,2009,9.99,32140,MumboJumbo
Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009,19.99,31190,Telltale Games
"NovaLogic, THQ Nordic",['Action'],Joint Operations: Combined Arms Gold,Joint Operations: Combined Arms Gold,2009,19.99,32770,NovaLogic
Dovetail Games - Trains,['Simulation'],Train Simulator: US Loco & Asset Pack,Train Simulator: US Loco &amp; Asset Pack,2009,17.99,208306,Dovetail Games
PlayFirst,['Simulation'],DinerTown Tycoon,DinerTown Tycoon,2009,9.99,37300,PlayFirst
Dovetail Games - Trains,['Simulation'],Train Simulator: European Loco & Asset Pack,Train Simulator: European Loco &amp; Asset Pack,2009,19.99,208300,Dovetail Games
Deep Silver,['RPG'],Risen,Risen,2009,9.99,40300,Piranha Bytes
Square Enix,['Casual'],Flora's Fruit Farm,Flora's Fruit Farm,2009,3.99,35070,Honeyslug
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],Empire: Total War™ - The Warpath Campaign,Empire: Total War™ - The Warpath Campaign,2009,9.99,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Amanita Design,"['Adventure', 'Indie']",Machinarium,Machinarium,2009,9.99,40700,Amanita Design
Electronic Arts,['Action'],Medal of Honor: Airborne,Medal of Honor: Airborne,2007,9.99,24840,EA Los Angeles
Electronic Arts,['Racing'],Need for Speed: Shift,Need for Speed: Shift,2009,19.99,24870,Slightly Mad Studios
Runic Games,['RPG'],Torchlight,Torchlight,2009,14.99,41500,Runic Games
Electronic Arts,['Strategy'],Command & Conquer: Red Alert 3 - Uprising,Command &amp; Conquer: Red Alert 3 - Uprising,2009,19.99,24800,EA Los Angeles
FireFly Studios,['Strategy'],The Stronghold Collection,The Stronghold Collection,2009,19.99,901735,FireFly Studios
Nitro Games,['Strategy'],East India Company: Privateer,East India Company: Privateer,2009,4.99,42800,Nitro Games
THQ Nordic,['Action'],Painkiller: Resurrection,Painkiller: Resurrection,2009,9.99,39560,Homegrown Games
THQ Nordic,"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,SpellForce 2 - Anniversary Edition,2009,14.99,39550,"Phenomic,THQ Nordic"
Deep Silver,['Adventure'],Secret Files: Tunguska,Secret Files: Tunguska,2009,9.99,40330,Animation Arts
Deep Silver,['Strategy'],Rush for Berlin Gold,Rush for Berlin Gold,2009,4.99,40320,Stormregion
Telltale Games,['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009,19.99,31200,Telltale Games
"1C Company, 1C-SoftClub",['Strategy'],Men of War: Red Tide,Men of War: Red Tide,2009,4.99,3130,1C Company
KranX Productions,"['Action', 'Indie']",Hammerfight,Hammerfight,2009,4.99,41100,Konstantin Koshutin
THQ Nordic,"['Action', 'RPG']",SpellForce - Platinum Edition,SpellForce - Platinum Edition,2009,9.99,39540,Phenomic
Wargaming.net,['Strategy'],Massive Assault: Phantom Renaissance,Massive Assault: Phantom Renaissance,2005,9.99,34640,Wargaming.net
Matrix Games/GMX Media,['Strategy'],Massive Assault,Massive Assault,2003,9.99,34630,Wargaming.net
HeR Interactive,,Nancy Drew® Dossier: Resorting to Danger!,Nancy Drew® Dossier: Resorting to Danger!,2009,6.99,42200,HeR Interactive
Devolver Digital,"['Action', 'Indie']",Serious Sam HD: The First Encounter,Serious Sam HD: The First Encounter,2009,14.99,41000,Croteam
Deep Silver,['Adventure'],Secret Files 2: Puritas Cordis,Secret Files 2: Puritas Cordis,2009,9.99,40340,Animation Arts
Electronic Arts,['RPG'],Dragon Age: Origins,Dragon Age: Origins,2009,19.99,17450,BioWare
Citeremis Inc.,"['Action', 'RPG', 'Indie']",Aztaka,Aztaka,2009,4.99,37100,Citeremis Inc.
Yullaby,"['Indie', 'Casual']",Magnetis,Magnetis,2009,1.99,37500,Yullaby
Paradox Interactive,['Strategy'],For The Glory: A Europa Universalis Game,For The Glory: A Europa Universalis Game,2009,9.99,42810,Crystal Empire Games
"Activision, Aspyr (Mac)",['Action'],Call of Duty®: Modern Warfare® 2,Call of Duty®: Modern Warfare® 2,2009,19.99,10180,"Infinity Ward,Aspyr (Mac)"
"LucasArts, Lucasfilm, Disney Interactive, Feral Interactive (Mac)",['Adventure'],LEGO® Star Wars™ - The Complete Saga,LEGO® Star Wars™ - The Complete Saga,2009,19.99,32440,"Traveller's Tales,Feral Interactive (Mac)"
Codemasters,['RPG'],Overlord™,Overlord™,2007,4.99,11450,"Triumph Studios,Virtual Programming"
Codemasters,['RPG'],Overlord™: Raising Hell,Overlord™: Raising Hell,2008,9.99,12710,"Triumph Studios,Virtual Programming"
Electronic Arts,['Strategy'],Command & Conquer 3: Tiberium Wars,Command &amp; Conquer 3: Tiberium Wars,2007,14.99,24790,EA Los Angeles
KranX Productions,"['Indie', 'Casual']",Yumsters 2: Around the World,Yumsters 2: Around the World,2008,4.99,29120,KranX Productions
Electronic Arts,['Strategy'],Command & Conquer 3: Kane's Wrath,Command &amp; Conquer 3: Kane's Wrath,2009,19.99,24810,EA Los Angeles
Positech Games,"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,Gratuitous Space Battles,2009,14.99,41800,Positech Games
Gaijin Entertainment,['Simulation'],Wings of Prey,Wings of Prey,2009,9.99,45300,Gaijin Entertainment
inXile Entertainment,"['Action', 'Adventure', 'RPG']",The Bard's Tale,The Bard's Tale,2005,9.99,41900,inXile Entertainment
Tripwire Interactive,['Action'],Defence Alliance 2,Defence Alliance 2,2009,0,35420,Defence Alliance Team
"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009,19.99,32430,"LucasArts,Aspyr Studios"
Paradox Interactive,,Europa Universalis III: Heir to the Throne,Europa Universalis III: Heir to the Throne,2009,9.99,25806,Paradox Interactive
Bethesda Softworks,['RPG'],Fallout 3: Game of the Year Edition,Fallout 3: Game of the Year Edition,2009,19.99,22370,Bethesda Game Studios
Positech Games,"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,Gratuitous Space Battles: The Tribe,2009,5.99,41802,Positech Games
iWin,['Simulation'],Build-A-Lot,Build-A-Lot,2007,9.99,38080,Hip Soft
iWin,['Simulation'],Build-A-Lot 2: Town of the Year,Build-A-Lot 2: Town of the Year,2008,9.99,38090,Hip Soft
iWin,['Simulation'],Build-A-Lot 3: Passport to Europe,Build-A-Lot 3: Passport to Europe,2009,9.99,38100,Hip Soft
iWin,"['Casual', 'Simulation']",Coconut Queen,Coconut Queen,2009,9.99,38070,iWin
SouthPeak Games,['Casual'],Roogoo,Roogoo,2009,1.99,38210,Spidermonk Entertainment
Capcom,"['Action', 'Adventure']",Devil May Cry 4,Devil May Cry 4,2008,19.99,45700,Capcom
Meridian4,"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,Avencast: Rise of the Mage,2010,9.99,46410,ClockStone Studios
iWin,['Simulation'],Build-A-Lot 4: Power Source,Build-A-Lot 4: Power Source,2009,9.99,38110,Hip Soft
Octoshark Studios,"['Action', 'Free to Play', 'Indie']","Pirates, Vikings, and Knights II","Pirates, Vikings, and Knights II",2010,0,17570,Octoshark Studios
iWin,['Casual'],Farm Frenzy 2,Farm Frenzy 2,2008,4.99,38130,Alawar
iWin,['Casual'],Farm Frenzy 3: American Pie,Farm Frenzy 3: American Pie,2010,9.99,38160,Alawar
iWin,['Casual'],Farm Frenzy 3,Farm Frenzy 3,2009,9.99,38150,Alawar
iWin,['Casual'],Farm Frenzy,Farm Frenzy,2007,4.99,38120,Alawar
iWin,['Casual'],Farm Frenzy: Pizza Party,Farm Frenzy: Pizza Party,2009,4.99,38140,Alawar
Sandlot Games,['Casual'],Cake Mania Main Street™,Cake Mania Main Street™,2010,6.99,36300,Sandlot Games
Sandlot Games,"['Strategy', 'Casual']",Westward® IV: All Aboard,Westward® IV: All Aboard,2010,6.99,36310,Sandlot Games
Sandlot Games,"['Adventure', 'Casual']",Iron Roses,Iron Roses,2010,6.99,36320,Cateia Games
ND Games,['Strategy'],UFO: Extraterrestrials Gold,UFO: Extraterrestrials Gold,2010,9.99,37030,Chaos Concept
"LucasArts, Lucasfilm, Disney Interactive",['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,LEGO® Indiana Jones™ 2: The Adventure Continues,2010,19.99,32450,Traveller's Tales
SEGA,['Sports'],Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,2010,,34180,Eurocom
New Star Games Ltd,"['Action', 'Indie', 'Racing']",Super Laser  Racer,Super Laser  Racer,2010,4.99,44100,New Star Games Ltd
Paradox Interactive,['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,Hearts of Iron III: Soviet Infantry Pack DLC,2010,0.99,25960,Paradox Interactive
1C Company,['Action'],NecroVisioN: Lost Company,NecroVisioN: Lost Company,2010,6.99,46250,The Farm 51
iWin,['Casual'],Cradle of Persia,Cradle of Persia,2007,9.99,38180,Awem Studio
SEGA,['Action'],Aliens vs. Predator Swarm Map Pack,Aliens vs. Predator Swarm Map Pack,2010,7.49,10695,Rebellion
Devolver Digital,"['Action', 'Indie']",Serious Sam Classic: The First Encounter,Serious Sam Classic: The First Encounter,2001,9.99,41050,Croteam
Dovetail Games - Trains,['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010,19.99,24055,All Aboard
TaleWorlds Entertainment,"['Action', 'RPG']",Mount & Blade: Warband,Mount &amp; Blade: Warband,2010,19.99,48700,TaleWorlds Entertainment
ZoopTEK,['Action'],Coniclysm,Coniclysm,2010,4.99,39900,ZoopTEK
Beatnik Games,"['Action', 'Indie']",Plain Sight,Plain Sight,2010,4.99,49900,Beatnik Games
Fatshark,['Action'],Lead and Gold: Gangs of the Wild West,Lead and Gold: Gangs of the Wild West,2010,9.99,42120,Fatshark
Rockstar Games,['Action'],Grand Theft Auto: Episodes from Liberty City,Grand Theft Auto: Episodes from Liberty City,2010,19.99,12220,Rockstar North / Toronto
Capcom,"['Action', 'Adventure']",Dark Void™ Zero,Dark Void™ Zero,2010,4.99,45730,Other Ocean Interactive
